user_id,signup_date,channel,device,plan,email_verified,first_feature_used,paid_conversion,profile_completed,signup,team_invited,furthest_stage,furthest_stage_order,converted,hours_to_verify,hours_to_profile,hours_to_activate,hours_to_team,hours_to_paid,hours_to_convert
U00048,2024-11-21,organic,desktop,free_trial,2024-11-21 00:06:00.000000,,,2024-11-21 22:44:39.836204,2024-11-21,,profile_completed,2,0,0.1,22.644398945555558,,,,
U00049,2024-09-04,organic,desktop,free_trial,2024-09-04 01:51:53.915641,2024-09-05 07:52:26.922612,,2024-09-04 14:04:36.834417,2024-09-04,,first_feature_used,3,0,1.8649765669444442,12.211921882222223,17.797246720833332,,,
U00050,2024-10-11,organic,desktop,free_trial,,,,,2024-10-11,,signup,0,0,,,,,,
U00051,2024-10-04,paid_search,mobile,free_trial,2024-10-04 00:32:10.046995,,,,2024-10-04,,email_verified,1,0,0.5361241652777777,,,,,
U00052,2024-03-12,paid_search,mobile,free_trial,2024-03-12 01:32:06.708319,,,2024-03-12 05:43:59.055774,2024-03-12,,profile_completed,2,0,1.5351967552777779,4.1978742930555555,,,,
U00053,2024-05-12,paid_search,desktop,freemium,2024-05-12 00:34:32.877673,,,2024-05-12 00:40:32.877673,2024-05-12,,profile_completed,2,0,0.5757993536111111,0.1,,,,
U00054,2024-06-19,referral,desktop,free_trial,2024-06-19 01:05:06.237819,,,2024-06-19 01:11:06.237819,2024-06-19,,profile_completed,2,0,1.0850660608333333,0.1,,,,
U00055,2024-06-30,organic,mobile,freemium,2024-06-30 01:42:51.822274,2024-06-30 19:08:02.223735,,2024-06-30 11:29:23.321564,2024-06-30,2024-07-08 00:20:34.420094,team_invited,4,0,1.714395076111111,9.775416469444444,7.644139491944445,173.20894343305557,,
U00056,2024-01-16,paid_search,tablet,free_trial,,,,,2024-01-16,,signup,0,0,,,,,,
U00057,2024-07-18,organic,desktop,free_trial,2024-07-18 00:06:00.000000,,,,2024-07-18,,email_verified,1,0,0.1,,,,,
U00058,2024-02-26,organic,desktop,free_trial,2024-02-26 00:06:00.000000,2024-02-26 00:18:00.000000,,2024-02-26 00:12:00.000000,2024-02-26,2024-02-29 13:49:39.837057,team_invited,4,0,0.1,0.1,0.1,85.52773251583334,,
U00059,2024-09-28,paid_search,mobile,freemium,2024-09-28 03:54:45.513535,,,2024-09-28 11:06:30.512639,2024-09-28,,profile_completed,2,0,3.912642648611111,7.195833084444444,,,,
U00060,2024-09-06,organic,mobile,free_trial,2024-09-06 03:17:47.365950,,,,2024-09-06,,email_verified,1,0,3.2964905416666666,,,,,
U00061,2024-12-02,paid_search,tablet,free_trial,2024-12-02 02:02:51.627977,,,,2024-12-02,,email_verified,1,0,2.0476744380555556,,,,,
U00062,2024-09-28,paid_search,desktop,free_trial,2024-09-28 00:38:38.340015,2024-10-01 13:53:46.655110,,2024-09-28 00:44:38.340015,2024-09-28,2024-10-01 13:59:46.655110,team_invited,4,0,0.6439833375,0.1,85.15230974861112,0.1,,
U00063,2024-05-13,paid_search,desktop,freemium,2024-05-13 00:06:00.000000,2024-05-13 22:54:13.395966,,2024-05-13 00:12:00.000000,2024-05-13,2024-05-15 10:19:19.565147,team_invited,4,0,0.1,0.1,22.703721101666666,35.418380328055555,,
U00064,2024-12-19,paid_search,desktop,freemium,,,,,2024-12-19,,signup,0,0,,,,,,
U00065,2024-05-29,paid_search,desktop,free_trial,2024-05-29 03:16:10.128714,,,2024-05-30 06:11:22.599491,2024-05-29,,profile_completed,2,0,3.2694801983333335,26.920130771388887,,,,
U00066,2024-04-28,organic,mobile,free_trial,,,,,2024-04-28,,signup,0,0,,,,,,
U00067,2024-11-26,organic,desktop,free_trial,2024-11-26 01:32:18.316117,2024-11-27 14:30:30.253537,,2024-11-26 08:42:43.245199,2024-11-26,2024-11-27 14:36:30.253537,team_invited,4,0,1.5384211436111113,7.173591411666666,29.796391205,0.1,,
U00068,2024-05-15,organic,mobile,free_trial,,,,,2024-05-15,,signup,0,0,,,,,,
U00069,2024-01-28,paid_search,tablet,freemium,2024-01-28 00:35:12.471962,,,,2024-01-28,,email_verified,1,0,0.5867977672222222,,,,,
U00070,2024-06-20,referral,tablet,free_trial,2024-06-20 00:06:00.000000,2024-06-23 03:21:39.487034,,2024-06-20 00:12:00.000000,2024-06-20,,first_feature_used,3,0,0.1,0.1,75.16096862055555,,,
U00071,2024-10-17,organic,mobile,freemium,,,,,2024-10-17,,signup,0,0,,,,,,
U00072,2024-03-10,paid_search,tablet,freemium,2024-03-10 03:38:05.005373,,,2024-03-10 03:44:05.005373,2024-03-10,,profile_completed,2,0,3.634723714722222,0.1,,,,
U00073,2024-06-17,paid_search,desktop,freemium,2024-06-17 01:36:13.973944,,,,2024-06-17,,email_verified,1,0,1.6038816511111111,,,,,
U00074,2024-02-17,referral,desktop,free_trial,2024-02-17 01:50:38.212975,2024-02-17 02:02:38.212975,,2024-02-17 01:56:38.212975,2024-02-17,2024-02-24 06:43:09.765250,team_invited,4,0,1.8439480486111113,0.1,0.1,172.6754311875,,
U00075,2024-09-07,paid_search,desktop,freemium,,,,,2024-09-07,,signup,0,0,,,,,,
U00076,2024-06-22,paid_search,tablet,free_trial,2024-06-22 00:33:44.471966,2024-06-24 17:00:27.691737,2024-07-10 00:06:19.758073,2024-06-22 18:01:09.139324,2024-06-22,2024-07-02 21:34:02.637515,paid_conversion,5,1,0.5623533238888889,17.456852043888887,46.988486781388886,196.55970716055558,170.5380890438889,432.1054883536111
U00077,2024-04-30,paid_search,tablet,free_trial,2024-04-30 00:06:00.000000,2024-04-30 03:47:34.249094,2024-05-19 00:15:46.962672,2024-04-30 03:41:34.249094,2024-04-30,2024-04-30 03:53:34.249094,paid_conversion,5,1,0.1,3.5928469705555557,0.1,0.1,452.3701982161111,456.26304518666666
U00078,2024-03-23,referral,desktop,freemium,2024-03-23 02:19:58.186249,,,,2024-03-23,,email_verified,1,0,2.3328295136111112,,,,,
U00079,2024-07-25,organic,desktop,free_trial,2024-07-25 01:54:58.461099,,,,2024-07-25,,email_verified,1,0,1.9162391941666668,,,,,
U00080,2024-09-01,referral,desktop,free_trial,2024-09-01 02:08:27.265732,2024-09-04 16:09:10.605965,,2024-09-01 02:14:27.265732,2024-09-01,,first_feature_used,3,0,2.140907147777778,0.1,85.91203895361112,,,
U00081,2024-12-09,organic,desktop,free_trial,2024-12-09 00:06:00.000000,,,,2024-12-09,,email_verified,1,0,0.1,,,,,
U00082,2024-06-08,referral,mobile,free_trial,2024-06-08 00:06:00.000000,,,,2024-06-08,,email_verified,1,0,0.1,,,,,
U00083,2024-02-28,organic,desktop,freemium,,,,,2024-02-28,,signup,0,0,,,,,,
U00084,2024-10-30,organic,mobile,freemium,,,,,2024-10-30,,signup,0,0,,,,,,
U00085,2024-08-17,organic,desktop,freemium,,,,,2024-08-17,,signup,0,0,,,,,,
U00086,2024-09-12,organic,desktop,free_trial,2024-09-12 00:06:00.000000,2024-09-17 08:05:12.618748,,2024-09-12 08:33:36.580431,2024-09-12,,first_feature_used,3,0,0.1,8.460161230833332,119.52667731027779,,,
U00087,2024-02-05,organic,desktop,free_trial,2024-02-05 00:06:00.000000,2024-02-05 06:39:24.864146,,2024-02-05 06:33:24.864146,2024-02-05,,first_feature_used,3,0,0.1,6.456906707222222,0.1,,,
U00088,2024-04-24,organic,tablet,free_trial,,,,,2024-04-24,,signup,0,0,,,,,,
U00089,2024-10-07,paid_search,mobile,free_trial,2024-10-07 00:06:00.000000,,,,2024-10-07,,email_verified,1,0,0.1,,,,,
U00090,2024-10-30,organic,desktop,freemium,2024-10-30 00:57:39.135027,2024-10-31 03:39:29.740765,,2024-10-30 20:11:13.094592,2024-10-30,,first_feature_used,3,0,0.9608708408333333,19.226099879166664,7.471290603611111,,,
U00091,2024-06-07,paid_search,desktop,freemium,2024-06-07 01:12:18.232512,,,2024-06-07 01:18:18.232512,2024-06-07,,profile_completed,2,0,1.2050645866666665,0.1,,,,
U00092,2024-10-20,referral,tablet,freemium,2024-10-20 00:06:00.000000,,,,2024-10-20,,email_verified,1,0,0.1,,,,,
U00093,2024-11-03,paid_search,mobile,freemium,,,,,2024-11-03,,signup,0,0,,,,,,
U00094,2024-05-21,organic,mobile,free_trial,2024-05-21 00:06:00.000000,,,2024-05-22 01:47:26.838694,2024-05-21,,profile_completed,2,0,0.1,25.690788526111113,,,,
U00095,2024-11-23,organic,mobile,freemium,2024-11-23 00:27:28.032669,,,,2024-11-23,,email_verified,1,0,0.4577868525,,,,,
U00096,2024-04-15,referral,mobile,freemium,,,,,2024-04-15,,signup,0,0,,,,,,
U00097,2024-03-28,organic,desktop,freemium,,,,,2024-03-28,,signup,0,0,,,,,,
U00098,2024-09-06,organic,mobile,free_trial,2024-09-06 00:25:46.097294,2024-09-06 19:45:56.449176,,2024-09-06 00:31:46.097294,2024-09-06,,first_feature_used,3,0,0.4294714705555555,0.1,19.236208856111112,,,
U00099,2024-08-20,referral,desktop,freemium,2024-08-20 00:06:00.000000,2024-08-21 10:53:34.573983,,2024-08-20 15:47:42.242993,2024-08-20,2024-08-21 10:59:34.573983,team_invited,4,0,0.1,15.695067498055556,19.097869719444446,0.1,,
U00100,2024-02-21,referral,desktop,free_trial,2024-02-21 00:14:10.307669,2024-02-21 19:59:55.332252,,2024-02-21 00:20:10.307669,2024-02-21,2024-02-28 06:40:04.585641,team_invited,4,0,0.23619657472222222,0.1,19.662506828611114,154.6692370525,,
U00101,2024-10-30,organic,tablet,freemium,2024-10-30 00:06:00.000000,,,,2024-10-30,,email_verified,1,0,0.1,,,,,
U00102,2024-03-13,paid_search,tablet,freemium,2024-03-13 00:06:00.000000,,,,2024-03-13,,email_verified,1,0,0.1,,,,,
U00103,2024-10-20,paid_search,desktop,freemium,2024-10-20 03:12:00.382447,2024-10-20 05:37:01.032073,,2024-10-20 03:18:00.382447,2024-10-20,,first_feature_used,3,0,3.2001062352777776,0.1,2.3168471183333335,,,
U00104,2024-01-03,paid_search,desktop,free_trial,2024-01-03 00:45:42.864501,2024-01-04 22:34:13.386253,,2024-01-03 20:27:19.883855,2024-01-03,2024-01-04 22:40:13.386253,team_invited,4,0,0.7619068058333334,19.693616487222222,26.11486177722222,0.1,,
U00105,2024-10-17,organic,mobile,free_trial,2024-10-17 01:27:14.322115,,,2024-10-17 01:33:14.322115,2024-10-17,,profile_completed,2,0,1.4539783652777778,0.1,,,,
U00106,2024-10-14,organic,tablet,freemium,,,,,2024-10-14,,signup,0,0,,,,,,
U00107,2024-10-11,paid_search,mobile,freemium,2024-10-11 03:43:25.741246,,,,2024-10-11,,email_verified,1,0,3.723817012777778,,,,,
U00108,2024-08-30,organic,desktop,freemium,2024-08-30 01:37:09.874413,2024-09-01 10:32:22.777931,,2024-08-30 01:43:09.874413,2024-08-30,,first_feature_used,3,0,1.6194095591666666,0.1,56.82025097722222,,,
U00109,2024-06-21,paid_search,desktop,free_trial,2024-06-21 00:06:00.000000,2024-06-22 20:10:54.307988,,2024-06-21 21:14:49.168127,2024-06-21,,first_feature_used,3,0,0.1,21.14699114638889,22.934761072500002,,,
U00110,2024-09-14,organic,mobile,freemium,,,,,2024-09-14,,signup,0,0,,,,,,
U00111,2024-04-11,referral,mobile,freemium,2024-04-11 00:37:55.242225,2024-04-13 13:27:12.328718,,2024-04-11 00:43:55.242225,2024-04-11,2024-04-18 09:49:56.700630,team_invited,4,0,0.6320117291666667,0.1,60.72141291472222,116.37899219777778,,
U00112,2024-10-11,referral,mobile,free_trial,2024-10-11 01:20:51.702985,2024-10-11 09:38:48.655919,2024-10-16 11:48:20.808909,2024-10-11 09:32:48.655919,2024-10-11,2024-10-12 14:04:46.295170,paid_conversion,5,1,1.3476952736111112,8.199153592777778,0.1,28.432677569722223,93.72625381638889,131.8057802525
U00113,2024-07-21,paid_search,mobile,free_trial,2024-07-21 01:36:25.425063,,,,2024-07-21,,email_verified,1,0,1.6070625175,,,,,
U00114,2024-06-16,paid_search,desktop,freemium,,,,,2024-06-16,,signup,0,0,,,,,,
U00115,2024-07-03,organic,desktop,free_trial,2024-07-03 01:26:18.744265,2024-07-05 00:07:56.685869,,2024-07-03 01:32:18.744265,2024-07-03,,first_feature_used,3,0,1.4385400736111111,0.1,46.593872667777774,,,
U00116,2024-07-26,paid_search,mobile,freemium,,,,,2024-07-26,,signup,0,0,,,,,,
U00117,2024-01-14,organic,desktop,freemium,,,,,2024-01-14,,signup,0,0,,,,,,
U00118,2024-02-21,referral,mobile,free_trial,2024-02-21 00:06:00.000000,,,2024-02-21 04:25:35.507011,2024-02-21,,profile_completed,2,0,0.1,4.326529725277778,,,,
U00119,2024-03-30,referral,mobile,free_trial,2024-03-30 00:06:00.000000,2024-03-31 05:28:52.339119,2024-04-07 00:47:58.970707,2024-03-30 00:12:00.000000,2024-03-30,2024-04-04 01:16:16.046108,paid_conversion,5,1,0.1,0.1,29.281205310833332,91.78991860805556,71.52859016638888,192.79971408527777
U00120,2024-02-11,referral,mobile,freemium,2024-02-11 00:34:46.731990,,,2024-02-11 00:40:46.731990,2024-02-11,,profile_completed,2,0,0.5796477750000001,0.1,,,,
U00121,2024-06-09,referral,desktop,freemium,2024-06-09 00:06:00.000000,,,,2024-06-09,,email_verified,1,0,0.1,,,,,
U00122,2024-08-31,referral,mobile,freemium,,,,,2024-08-31,,signup,0,0,,,,,,
U00123,2024-08-26,organic,desktop,freemium,2024-08-26 00:06:00.000000,,,,2024-08-26,,email_verified,1,0,0.1,,,,,
U00124,2024-06-20,referral,desktop,freemium,2024-06-20 00:06:00.000000,2024-06-20 22:10:34.937667,,2024-06-20 00:12:00.000000,2024-06-20,2024-06-27 20:44:32.631931,team_invited,4,0,0.1,0.1,21.976371574166667,166.56602618444447,,
U00125,2024-11-08,paid_search,desktop,freemium,,,,,2024-11-08,,signup,0,0,,,,,,
U00126,2024-07-25,organic,desktop,freemium,2024-07-25 01:18:55.250390,2024-07-25 10:11:27.423262,,2024-07-25 10:05:27.423262,2024-07-25,,first_feature_used,3,0,1.3153473305555556,8.775603575555555,0.1,,,
U00127,2024-01-29,paid_search,tablet,free_trial,2024-01-29 00:06:00.000000,2024-01-29 18:04:20.781805,,2024-01-29 17:58:20.781805,2024-01-29,,first_feature_used,3,0,0.1,17.872439390277776,0.1,,,
U00128,2024-10-06,organic,tablet,free_trial,2024-10-06 00:06:00.000000,,,2024-10-06 00:12:00.000000,2024-10-06,,profile_completed,2,0,0.1,0.1,,,,
U00129,2024-07-28,organic,desktop,free_trial,,,,,2024-07-28,,signup,0,0,,,,,,
U00130,2024-08-19,organic,mobile,freemium,,,,,2024-08-19,,signup,0,0,,,,,,
U00131,2024-07-25,organic,desktop,free_trial,,,,,2024-07-25,,signup,0,0,,,,,,
U00132,2024-07-21,paid_search,mobile,freemium,2024-07-21 00:06:00.000000,,,,2024-07-21,,email_verified,1,0,0.1,,,,,
U00133,2024-02-03,referral,mobile,freemium,,,,,2024-02-03,,signup,0,0,,,,,,
U00134,2024-07-23,paid_search,desktop,free_trial,2024-07-23 00:06:00.000000,,,2024-07-23 03:58:25.041677,2024-07-23,,profile_completed,2,0,0.1,3.8736226880555553,,,,
U00135,2024-10-17,paid_search,desktop,free_trial,2024-10-17 00:06:00.000000,2024-10-17 02:05:53.354762,,2024-10-17 01:59:53.354762,2024-10-17,,first_feature_used,3,0,0.1,1.8981541005555556,0.1,,,
U00136,2024-04-20,organic,desktop,freemium,2024-04-20 04:02:58.354404,,,,2024-04-20,,email_verified,1,0,4.04954289,,,,,
U00137,2024-08-08,paid_search,desktop,free_trial,2024-08-08 00:06:00.000000,2024-08-09 12:19:30.636439,,2024-08-08 06:28:14.516849,2024-08-08,2024-08-16 02:56:21.419476,team_invited,4,0,0.1,6.370699124722222,29.85447766388889,158.61410639916667,,
U00138,2024-01-12,organic,tablet,freemium,,,,,2024-01-12,,signup,0,0,,,,,,
U00139,2024-05-06,referral,desktop,free_trial,2024-05-06 00:06:00.000000,2024-05-08 05:15:07.343098,,2024-05-06 00:12:00.000000,2024-05-06,2024-05-13 17:42:02.936104,team_invited,4,0,0.1,0.1,53.05203974944445,132.448775835,,
U00140,2024-06-08,organic,desktop,free_trial,2024-06-08 04:39:57.462941,,,2024-06-08 04:45:57.462941,2024-06-08,,profile_completed,2,0,4.665961928055556,0.1,,,,
U00141,2024-12-24,paid_search,desktop,freemium,,,,,2024-12-24,,signup,0,0,,,,,,
U00142,2024-03-19,paid_search,tablet,free_trial,,,,,2024-03-19,,signup,0,0,,,,,,
U00143,2024-04-10,paid_search,desktop,free_trial,2024-04-10 00:44:41.455717,,,2024-04-10 00:50:41.455717,2024-04-10,,profile_completed,2,0,0.7448488102777777,0.1,,,,
U00144,2024-05-29,referral,mobile,free_trial,2024-05-29 00:06:00.000000,2024-05-29 00:18:00.000000,,2024-05-29 00:12:00.000000,2024-05-29,,first_feature_used,3,0,0.1,0.1,0.1,,,
U00145,2024-12-28,organic,mobile,free_trial,2024-12-28 00:06:00.000000,,,,2024-12-28,,email_verified,1,0,0.1,,,,,
U00146,2024-11-07,referral,desktop,freemium,2024-11-07 02:27:45.758483,,,2024-11-07 10:29:40.027601,2024-11-07,,profile_completed,2,0,2.462710689722222,8.031741421666666,,,,
U00147,2024-01-13,paid_search,desktop,free_trial,2024-01-13 01:17:51.306652,2024-01-13 01:29:51.306652,,2024-01-13 01:23:51.306652,2024-01-13,,first_feature_used,3,0,1.2975851811111112,0.1,0.1,,,
U00148,2024-03-26,paid_search,desktop,free_trial,2024-03-26 00:06:00.000000,,,2024-03-26 00:12:00.000000,2024-03-26,,profile_completed,2,0,0.1,0.1,,,,
U00149,2024-10-26,paid_search,desktop,free_trial,2024-10-26 00:06:00.000000,2024-10-31 11:03:02.856972,,2024-10-26 17:34:42.634716,2024-10-26,,first_feature_used,3,0,0.1,17.478509643333332,113.47228396,,,
U00150,2024-01-22,referral,mobile,free_trial,2024-01-22 00:25:59.921773,,,2024-01-22 08:51:46.258081,2024-01-22,,profile_completed,2,0,0.4333116036111111,8.429537863333334,,,,
U00151,2024-11-08,referral,mobile,free_trial,2024-11-08 00:56:21.958670,2024-11-12 20:24:07.109111,,2024-11-08 01:02:21.958670,2024-11-08,,first_feature_used,3,0,0.9394329638888889,0.1,115.36254178916667,,,
U00152,2024-04-12,organic,desktop,freemium,,,,,2024-04-12,,signup,0,0,,,,,,
U00153,2024-11-30,referral,desktop,free_trial,2024-11-30 00:06:00.000000,2024-11-30 13:48:52.028057,,2024-11-30 12:01:16.335839,2024-11-30,2024-12-01 09:11:09.065518,team_invited,4,0,0.1,11.921204399722223,1.7932478383333335,19.371399294722224,,
U00154,2024-04-17,paid_search,desktop,freemium,2024-04-17 04:30:50.596088,2024-04-17 04:42:50.596088,,2024-04-17 04:36:50.596088,2024-04-17,2024-04-17 11:39:20.089706,team_invited,4,0,4.514054468888889,0.1,0.1,6.941526005,,
U00155,2024-06-07,paid_search,desktop,free_trial,2024-06-07 02:40:46.067396,2024-06-09 17:57:08.532760,,2024-06-07 02:46:46.067396,2024-06-07,,first_feature_used,3,0,2.6794631655555556,0.1,63.172907045555554,,,
U00156,2024-08-29,referral,mobile,free_trial,2024-08-29 00:10:56.697167,2024-08-29 14:30:05.273252,,2024-08-29 12:47:44.853630,2024-08-29,,first_feature_used,3,0,0.18241587972222223,12.613376795277778,1.7056721172222222,,,
U00157,2024-02-16,organic,mobile,free_trial,2024-02-16 03:14:07.022417,,,,2024-02-16,,email_verified,1,0,3.235284004722222,,,,,
U00158,2024-07-22,paid_search,mobile,freemium,2024-07-22 00:06:00.000000,,,,2024-07-22,,email_verified,1,0,0.1,,,,,
