user_id,stage,timestamp,channel,device,plan,stage_order
U00040,signup,2024-08-18 00:00:00.000000,paid_search,desktop,freemium,0
U00040,email_verified,2024-08-18 00:06:00.000000,paid_search,desktop,freemium,1
U00041,signup,2024-03-01 00:00:00.000000,paid_search,tablet,free_trial,0
U00041,email_verified,2024-03-01 02:09:40.389760,paid_search,tablet,free_trial,1
U00041,profile_completed,2024-03-01 10:34:59.872371,paid_search,tablet,free_trial,2
U00041,first_feature_used,2024-03-02 00:11:57.744588,paid_search,tablet,free_trial,3
U00041,team_invited,2024-03-02 00:17:57.744588,paid_search,tablet,free_trial,4
U00042,signup,2024-10-03 00:00:00.000000,organic,desktop,freemium,0
U00042,email_verified,2024-10-03 05:06:59.053133,organic,desktop,freemium,1
U00042,profile_completed,2024-10-03 05:12:59.053133,organic,desktop,freemium,2
U00043,signup,2024-09-12 00:00:00.000000,organic,mobile,free_trial,0
U00044,signup,2024-05-09 00:00:00.000000,organic,tablet,free_trial,0
U00044,email_verified,2024-05-09 01:33:45.732324,organic,tablet,free_trial,1
U00044,profile_completed,2024-05-09 02:39:28.671201,organic,tablet,free_trial,2
U00044,first_feature_used,2024-05-10 23:16:49.686735,organic,tablet,free_trial,3
U00044,team_invited,2024-05-15 05:17:29.213277,organic,tablet,free_trial,4
U00045,signup,2024-01-25 00:00:00.000000,paid_search,desktop,free_trial,0
U00045,email_verified,2024-01-25 00:06:00.000000,paid_search,desktop,free_trial,1
U00046,signup,2024-12-20 00:00:00.000000,organic,desktop,freemium,0
U00046,email_verified,2024-12-20 03:36:08.375914,organic,desktop,freemium,1
U00047,signup,2024-06-11 00:00:00.000000,referral,desktop,freemium,0
U00047,email_verified,2024-06-11 02:07:49.010075,referral,desktop,freemium,1
U00047,profile_completed,2024-06-11 02:13:49.010075,referral,desktop,freemium,2
U00048,signup,2024-11-21 00:00:00.000000,organic,desktop,free_trial,0
U00048,email_verified,2024-11-21 00:06:00.000000,organic,desktop,free_trial,1
U00048,profile_completed,2024-11-21 22:44:39.836204,organic,desktop,free_trial,2
U00049,signup,2024-09-04 00:00:00.000000,organic,desktop,free_trial,0
U00049,email_verified,2024-09-04 01:51:53.915641,organic,desktop,free_trial,1
U00049,profile_completed,2024-09-04 14:04:36.834417,organic,desktop,free_trial,2
U00049,first_feature_used,2024-09-05 07:52:26.922612,organic,desktop,free_trial,3
U00050,signup,2024-10-11 00:00:00.000000,organic,desktop,free_trial,0
U00051,signup,2024-10-04 00:00:00.000000,paid_search,mobile,free_trial,0
U00051,email_verified,2024-10-04 00:32:10.046995,paid_search,mobile,free_trial,1
U00052,signup,2024-03-12 00:00:00.000000,paid_search,mobile,free_trial,0
U00052,email_verified,2024-03-12 01:32:06.708319,paid_search,mobile,free_trial,1
U00052,profile_completed,2024-03-12 05:43:59.055774,paid_search,mobile,free_trial,2
U00053,signup,2024-05-12 00:00:00.000000,paid_search,desktop,freemium,0
U00053,email_verified,2024-05-12 00:34:32.877673,paid_search,desktop,freemium,1
U00053,profile_completed,2024-05-12 00:40:32.877673,paid_search,desktop,freemium,2
U00054,signup,2024-06-19 00:00:00.000000,referral,desktop,free_trial,0
U00054,email_verified,2024-06-19 01:05:06.237819,referral,desktop,free_trial,1
U00054,profile_completed,2024-06-19 01:11:06.237819,referral,desktop,free_trial,2
U00055,signup,2024-06-30 00:00:00.000000,organic,mobile,freemium,0
U00055,email_verified,2024-06-30 01:42:51.822274,organic,mobile,freemium,1
U00055,profile_completed,2024-06-30 11:29:23.321564,organic,mobile,freemium,2
U00055,first_feature_used,2024-06-30 19:08:02.223735,organic,mobile,freemium,3
U00055,team_invited,2024-07-08 00:20:34.420094,organic,mobile,freemium,4
U00056,signup,2024-01-16 00:00:00.000000,paid_search,tablet,free_trial,0
U00057,signup,2024-07-18 00:00:00.000000,organic,desktop,free_trial,0
U00057,email_verified,2024-07-18 00:06:00.000000,organic,desktop,free_trial,1
U00058,signup,2024-02-26 00:00:00.000000,organic,desktop,free_trial,0
U00058,email_verified,2024-02-26 00:06:00.000000,organic,desktop,free_trial,1
U00058,profile_completed,2024-02-26 00:12:00.000000,organic,desktop,free_trial,2
U00058,first_feature_used,2024-02-26 00:18:00.000000,organic,desktop,free_trial,3
U00058,team_invited,2024-02-29 13:49:39.837057,organic,desktop,free_trial,4
U00059,signup,2024-09-28 00:00:00.000000,paid_search,mobile,freemium,0
U00059,email_verified,2024-09-28 03:54:45.513535,paid_search,mobile,freemium,1
U00059,profile_completed,2024-09-28 11:06:30.512639,paid_search,mobile,freemium,2
U00060,signup,2024-09-06 00:00:00.000000,organic,mobile,free_trial,0
U00060,email_verified,2024-09-06 03:17:47.365950,organic,mobile,free_trial,1
U00061,signup,2024-12-02 00:00:00.000000,paid_search,tablet,free_trial,0
U00061,email_verified,2024-12-02 02:02:51.627977,paid_search,tablet,free_trial,1
U00062,signup,2024-09-28 00:00:00.000000,paid_search,desktop,free_trial,0
U00062,email_verified,2024-09-28 00:38:38.340015,paid_search,desktop,free_trial,1
U00062,profile_completed,2024-09-28 00:44:38.340015,paid_search,desktop,free_trial,2
U00062,first_feature_used,2024-10-01 13:53:46.655110,paid_search,desktop,free_trial,3
U00062,team_invited,2024-10-01 13:59:46.655110,paid_search,desktop,free_trial,4
U00063,signup,2024-05-13 00:00:00.000000,paid_search,desktop,freemium,0
U00063,email_verified,2024-05-13 00:06:00.000000,paid_search,desktop,freemium,1
U00063,profile_completed,2024-05-13 00:12:00.000000,paid_search,desktop,freemium,2
U00063,first_feature_used,2024-05-13 22:54:13.395966,paid_search,desktop,freemium,3
U00063,team_invited,2024-05-15 10:19:19.565147,paid_search,desktop,freemium,4
U00064,signup,2024-12-19 00:00:00.000000,paid_search,desktop,freemium,0
U00065,signup,2024-05-29 00:00:00.000000,paid_search,desktop,free_trial,0
U00065,email_verified,2024-05-29 03:16:10.128714,paid_search,desktop,free_trial,1
U00065,profile_completed,2024-05-30 06:11:22.599491,paid_search,desktop,free_trial,2
U00066,signup,2024-04-28 00:00:00.000000,organic,mobile,free_trial,0
U00067,signup,2024-11-26 00:00:00.000000,organic,desktop,free_trial,0
U00067,email_verified,2024-11-26 01:32:18.316117,organic,desktop,free_trial,1
U00067,profile_completed,2024-11-26 08:42:43.245199,organic,desktop,free_trial,2
U00067,first_feature_used,2024-11-27 14:30:30.253537,organic,desktop,free_trial,3
U00067,team_invited,2024-11-27 14:36:30.253537,organic,desktop,free_trial,4
U00068,signup,2024-05-15 00:00:00.000000,organic,mobile,free_trial,0
U00069,signup,2024-01-28 00:00:00.000000,paid_search,tablet,freemium,0
U00069,email_verified,2024-01-28 00:35:12.471962,paid_search,tablet,freemium,1
U00070,signup,2024-06-20 00:00:00.000000,referral,tablet,free_trial,0
U00070,email_verified,2024-06-20 00:06:00.000000,referral,tablet,free_trial,1
U00070,profile_completed,2024-06-20 00:12:00.000000,referral,tablet,free_trial,2
U00070,first_feature_used,2024-06-23 03:21:39.487034,referral,tablet,free_trial,3
U00071,signup,2024-10-17 00:00:00.000000,organic,mobile,freemium,0
U00072,signup,2024-03-10 00:00:00.000000,paid_search,tablet,freemium,0
U00072,email_verified,2024-03-10 03:38:05.005373,paid_search,tablet,freemium,1
U00072,profile_completed,2024-03-10 03:44:05.005373,paid_search,tablet,freemium,2
U00073,signup,2024-06-17 00:00:00.000000,paid_search,desktop,freemium,0
U00073,email_verified,2024-06-17 01:36:13.973944,paid_search,desktop,freemium,1
U00074,signup,2024-02-17 00:00:00.000000,referral,desktop,free_trial,0
U00074,email_verified,2024-02-17 01:50:38.212975,referral,desktop,free_trial,1
U00074,profile_completed,2024-02-17 01:56:38.212975,referral,desktop,free_trial,2
U00074,first_feature_used,2024-02-17 02:02:38.212975,referral,desktop,free_trial,3
U00074,team_invited,2024-02-24 06:43:09.765250,referral,desktop,free_trial,4
U00075,signup,2024-09-07 00:00:00.000000,paid_search,desktop,freemium,0
U00076,signup,2024-06-22 00:00:00.000000,paid_search,tablet,free_trial,0
U00076,email_verified,2024-06-22 00:33:44.471966,paid_search,tablet,free_trial,1
U00076,profile_completed,2024-06-22 18:01:09.139324,paid_search,tablet,free_trial,2
U00076,first_feature_used,2024-06-24 17:00:27.691737,paid_search,tablet,free_trial,3
U00076,team_invited,2024-07-02 21:34:02.637515,paid_search,tablet,free_trial,4
U00076,paid_conversion,2024-07-10 00:06:19.758073,paid_search,tablet,free_trial,5
U00077,signup,2024-04-30 00:00:00.000000,paid_search,tablet,free_trial,0
U00077,email_verified,2024-04-30 00:06:00.000000,paid_search,tablet,free_trial,1
U00077,profile_completed,2024-04-30 03:41:34.249094,paid_search,tablet,free_trial,2
U00077,first_feature_used,2024-04-30 03:47:34.249094,paid_search,tablet,free_trial,3
U00077,team_invited,2024-04-30 03:53:34.249094,paid_search,tablet,free_trial,4
U00077,paid_conversion,2024-05-19 00:15:46.962672,paid_search,tablet,free_trial,5
U00078,signup,2024-03-23 00:00:00.000000,referral,desktop,freemium,0
U00078,email_verified,2024-03-23 02:19:58.186249,referral,desktop,freemium,1
U00079,signup,2024-07-25 00:00:00.000000,organic,desktop,free_trial,0
U00079,email_verified,2024-07-25 01:54:58.461099,organic,desktop,free_trial,1
U00080,signup,2024-09-01 00:00:00.000000,referral,desktop,free_trial,0
U00080,email_verified,2024-09-01 02:08:27.265732,referral,desktop,free_trial,1
U00080,profile_completed,2024-09-01 02:14:27.265732,referral,desktop,free_trial,2
U00080,first_feature_used,2024-09-04 16:09:10.605965,referral,desktop,free_trial,3
U00081,signup,2024-12-09 00:00:00.000000,organic,desktop,free_trial,0
U00081,email_verified,2024-12-09 00:06:00.000000,organic,desktop,free_trial,1
U00082,signup,2024-06-08 00:00:00.000000,referral,mobile,free_trial,0
U00082,email_verified,2024-06-08 00:06:00.000000,referral,mobile,free_trial,1
U00083,signup,2024-02-28 00:00:00.000000,organic,desktop,freemium,0
U00084,signup,2024-10-30 00:00:00.000000,organic,mobile,freemium,0
U00085,signup,2024-08-17 00:00:00.000000,organic,desktop,freemium,0
U00086,signup,2024-09-12 00:00:00.000000,organic,desktop,free_trial,0
U00086,email_verified,2024-09-12 00:06:00.000000,organic,desktop,free_trial,1
U00086,profile_completed,2024-09-12 08:33:36.580431,organic,desktop,free_trial,2
U00086,first_feature_used,2024-09-17 08:05:12.618748,organic,desktop,free_trial,3
U00087,signup,2024-02-05 00:00:00.000000,organic,desktop,free_trial,0
U00087,email_verified,2024-02-05 00:06:00.000000,organic,desktop,free_trial,1
U00087,profile_completed,2024-02-05 06:33:24.864146,organic,desktop,free_trial,2
U00087,first_feature_used,2024-02-05 06:39:24.864146,organic,desktop,free_trial,3
U00088,signup,2024-04-24 00:00:00.000000,organic,tablet,free_trial,0
U00089,signup,2024-10-07 00:00:00.000000,paid_search,mobile,free_trial,0
U00089,email_verified,2024-10-07 00:06:00.000000,paid_search,mobile,free_trial,1
U00090,signup,2024-10-30 00:00:00.000000,organic,desktop,freemium,0
U00090,email_verified,2024-10-30 00:57:39.135027,organic,desktop,freemium,1
U00090,profile_completed,2024-10-30 20:11:13.094592,organic,desktop,freemium,2
U00090,first_feature_used,2024-10-31 03:39:29.740765,organic,desktop,freemium,3
U00091,signup,2024-06-07 00:00:00.000000,paid_search,desktop,freemium,0
U00091,email_verified,2024-06-07 01:12:18.232512,paid_search,desktop,freemium,1
U00091,profile_completed,2024-06-07 01:18:18.232512,paid_search,desktop,freemium,2
U00092,signup,2024-10-20 00:00:00.000000,referral,tablet,freemium,0
U00092,email_verified,2024-10-20 00:06:00.000000,referral,tablet,freemium,1
U00093,signup,2024-11-03 00:00:00.000000,paid_search,mobile,freemium,0
U00094,signup,2024-05-21 00:00:00.000000,organic,mobile,free_trial,0
U00094,email_verified,2024-05-21 00:06:00.000000,organic,mobile,free_trial,1
U00094,profile_completed,2024-05-22 01:47:26.838694,organic,mobile,free_trial,2
U00095,signup,2024-11-23 00:00:00.000000,organic,mobile,freemium,0
U00095,email_verified,2024-11-23 00:27:28.032669,organic,mobile,freemium,1
U00096,signup,2024-04-15 00:00:00.000000,referral,mobile,freemium,0
U00097,signup,2024-03-28 00:00:00.000000,organic,desktop,freemium,0
U00098,signup,2024-09-06 00:00:00.000000,organic,mobile,free_trial,0
U00098,email_verified,2024-09-06 00:25:46.097294,organic,mobile,free_trial,1
U00098,profile_completed,2024-09-06 00:31:46.097294,organic,mobile,free_trial,2
U00098,first_feature_used,2024-09-06 19:45:56.449176,organic,mobile,free_trial,3
U00099,signup,2024-08-20 00:00:00.000000,referral,desktop,freemium,0
U00099,email_verified,2024-08-20 00:06:00.000000,referral,desktop,freemium,1
U00099,profile_completed,2024-08-20 15:47:42.242993,referral,desktop,freemium,2
U00099,first_feature_used,2024-08-21 10:53:34.573983,referral,desktop,freemium,3
U00099,team_invited,2024-08-21 10:59:34.573983,referral,desktop,freemium,4
U00100,signup,2024-02-21 00:00:00.000000,referral,desktop,free_trial,0
U00100,email_verified,2024-02-21 00:14:10.307669,referral,desktop,free_trial,1
U00100,profile_completed,2024-02-21 00:20:10.307669,referral,desktop,free_trial,2
U00100,first_feature_used,2024-02-21 19:59:55.332252,referral,desktop,free_trial,3
U00100,team_invited,2024-02-28 06:40:04.585641,referral,desktop,free_trial,4
U00101,signup,2024-10-30 00:00:00.000000,organic,tablet,freemium,0
U00101,email_verified,2024-10-30 00:06:00.000000,organic,tablet,freemium,1
U00102,signup,2024-03-13 00:00:00.000000,paid_search,tablet,freemium,0
U00102,email_verified,2024-03-13 00:06:00.000000,paid_search,tablet,freemium,1
U00103,signup,2024-10-20 00:00:00.000000,paid_search,desktop,freemium,0
U00103,email_verified,2024-10-20 03:12:00.382447,paid_search,desktop,freemium,1
U00103,profile_completed,2024-10-20 03:18:00.382447,paid_search,desktop,freemium,2
U00103,first_feature_used,2024-10-20 05:37:01.032073,paid_search,desktop,freemium,3
U00104,signup,2024-01-03 00:00:00.000000,paid_search,desktop,free_trial,0
U00104,email_verified,2024-01-03 00:45:42.864501,paid_search,desktop,free_trial,1
U00104,profile_completed,2024-01-03 20:27:19.883855,paid_search,desktop,free_trial,2
U00104,first_feature_used,2024-01-04 22:34:13.386253,paid_search,desktop,free_trial,3
U00104,team_invited,2024-01-04 22:40:13.386253,paid_search,desktop,free_trial,4
U00105,signup,2024-10-17 00:00:00.000000,organic,mobile,free_trial,0
U00105,email_verified,2024-10-17 01:27:14.322115,organic,mobile,free_trial,1
U00105,profile_completed,2024-10-17 01:33:14.322115,organic,mobile,free_trial,2
U00106,signup,2024-10-14 00:00:00.000000,organic,tablet,freemium,0
U00107,signup,2024-10-11 00:00:00.000000,paid_search,mobile,freemium,0
U00107,email_verified,2024-10-11 03:43:25.741246,paid_search,mobile,freemium,1
U00108,signup,2024-08-30 00:00:00.000000,organic,desktop,freemium,0
U00108,email_verified,2024-08-30 01:37:09.874413,organic,desktop,freemium,1
U00108,profile_completed,2024-08-30 01:43:09.874413,organic,desktop,freemium,2
U00108,first_feature_used,2024-09-01 10:32:22.777931,organic,desktop,freemium,3
U00109,signup,2024-06-21 00:00:00.000000,paid_search,desktop,free_trial,0
U00109,email_verified,2024-06-21 00:06:00.000000,paid_search,desktop,free_trial,1
U00109,profile_completed,2024-06-21 21:14:49.168127,paid_search,desktop,free_trial,2
U00109,first_feature_used,2024-06-22 20:10:54.307988,paid_search,desktop,free_trial,3
U00110,signup,2024-09-14 00:00:00.000000,organic,mobile,freemium,0
U00111,signup,2024-04-11 00:00:00.000000,referral,mobile,freemium,0
U00111,email_verified,2024-04-11 00:37:55.242225,referral,mobile,freemium,1
U00111,profile_completed,2024-04-11 00:43:55.242225,referral,mobile,freemium,2
U00111,first_feature_used,2024-04-13 13:27:12.328718,referral,mobile,freemium,3
U00111,team_invited,2024-04-18 09:49:56.700630,referral,mobile,freemium,4
U00112,signup,2024-10-11 00:00:00.000000,referral,mobile,free_trial,0
U00112,email_verified,2024-10-11 01:20:51.702985,referral,mobile,free_trial,1
U00112,profile_completed,2024-10-11 09:32:48.655919,referral,mobile,free_trial,2
U00112,first_feature_used,2024-10-11 09:38:48.655919,referral,mobile,free_trial,3
U00112,team_invited,2024-10-12 14:04:46.295170,referral,mobile,free_trial,4
U00112,paid_conversion,2024-10-16 11:48:20.808909,referral,mobile,free_trial,5
U00113,signup,2024-07-21 00:00:00.000000,paid_search,mobile,free_trial,0
U00113,email_verified,2024-07-21 01:36:25.425063,paid_search,mobile,free_trial,1
U00114,signup,2024-06-16 00:00:00.000000,paid_search,desktop,freemium,0
U00115,signup,2024-07-03 00:00:00.000000,organic,desktop,free_trial,0
U00115,email_verified,2024-07-03 01:26:18.744265,organic,desktop,free_trial,1
U00115,profile_completed,2024-07-03 01:32:18.744265,organic,desktop,free_trial,2
U00115,first_feature_used,2024-07-05 00:07:56.685869,organic,desktop,free_trial,3
U00116,signup,2024-07-26 00:00:00.000000,paid_search,mobile,freemium,0
U00117,signup,2024-01-14 00:00:00.000000,organic,desktop,freemium,0
U00118,signup,2024-02-21 00:00:00.000000,referral,mobile,free_trial,0
U00118,email_verified,2024-02-21 00:06:00.000000,referral,mobile,free_trial,1
U00118,profile_completed,2024-02-21 04:25:35.507011,referral,mobile,free_trial,2
U00119,signup,2024-03-30 00:00:00.000000,referral,mobile,free_trial,0
U00119,email_verified,2024-03-30 00:06:00.000000,referral,mobile,free_trial,1
U00119,profile_completed,2024-03-30 00:12:00.000000,referral,mobile,free_trial,2
U00119,first_feature_used,2024-03-31 05:28:52.339119,referral,mobile,free_trial,3
U00119,team_invited,2024-04-04 01:16:16.046108,referral,mobile,free_trial,4
U00119,paid_conversion,2024-04-07 00:47:58.970707,referral,mobile,free_trial,5
U00120,signup,2024-02-11 00:00:00.000000,referral,mobile,freemium,0
U00120,email_verified,2024-02-11 00:34:46.731990,referral,mobile,freemium,1
U00120,profile_completed,2024-02-11 00:40:46.731990,referral,mobile,freemium,2
U00121,signup,2024-06-09 00:00:00.000000,referral,desktop,freemium,0
U00121,email_verified,2024-06-09 00:06:00.000000,referral,desktop,freemium,1
U00122,signup,2024-08-31 00:00:00.000000,referral,mobile,freemium,0
U00123,signup,2024-08-26 00:00:00.000000,organic,desktop,freemium,0
U00123,email_verified,2024-08-26 00:06:00.000000,organic,desktop,freemium,1
U00124,signup,2024-06-20 00:00:00.000000,referral,desktop,freemium,0
U00124,email_verified,2024-06-20 00:06:00.000000,referral,desktop,freemium,1
U00124,profile_completed,2024-06-20 00:12:00.000000,referral,desktop,freemium,2
U00124,first_feature_used,2024-06-20 22:10:34.937667,referral,desktop,freemium,3
U00124,team_invited,2024-06-27 20:44:32.631931,referral,desktop,freemium,4
U00125,signup,2024-11-08 00:00:00.000000,paid_search,desktop,freemium,0
U00126,signup,2024-07-25 00:00:00.000000,organic,desktop,freemium,0
U00126,email_verified,2024-07-25 01:18:55.250390,organic,desktop,freemium,1
U00126,profile_completed,2024-07-25 10:05:27.423262,organic,desktop,freemium,2
U00126,first_feature_used,2024-07-25 10:11:27.423262,organic,desktop,freemium,3
U00127,signup,2024-01-29 00:00:00.000000,paid_search,tablet,free_trial,0
U00127,email_verified,2024-01-29 00:06:00.000000,paid_search,tablet,free_trial,1
U00127,profile_completed,2024-01-29 17:58:20.781805,paid_search,tablet,free_trial,2
U00127,first_feature_used,2024-01-29 18:04:20.781805,paid_search,tablet,free_trial,3
U00128,signup,2024-10-06 00:00:00.000000,organic,tablet,free_trial,0
U00128,email_verified,2024-10-06 00:06:00.000000,organic,tablet,free_trial,1
U00128,profile_completed,2024-10-06 00:12:00.000000,organic,tablet,free_trial,2
U00129,signup,2024-07-28 00:00:00.000000,organic,desktop,free_trial,0
U00130,signup,2024-08-19 00:00:00.000000,organic,mobile,freemium,0
U00131,signup,2024-07-25 00:00:00.000000,organic,desktop,free_trial,0
U00132,signup,2024-07-21 00:00:00.000000,paid_search,mobile,freemium,0
